lineup_id,country,channel_type,channel_id,dn_1,dn_2,dn_3,call_sign,channel_number,feed,network_base,city,region,brand_scope,resolution,final_display_name
10273,US,specialty,9625.stations.xmltv.tvmedia.ca,MLB Extra Innings 9 HD,GMHD9,1474,GMHD9,1474,,MLB Extra Innings 9 HD,,,,,
10273,US,specialty,2759.stations.xmltv.tvmedia.ca,MLB Extra Innings 1,GM1,1475,GM1,1475,,MLB Extra Innings 1,,,,,
10273,US,specialty,2760.stations.xmltv.tvmedia.ca,MLB Extra Innings 2,GM2,1476,GM2,1476,,MLB Extra Innings 2,,,,,
10273,US,specialty,2761.stations.xmltv.tvmedia.ca,MLB Extra Innings 3,GM3,1477,GM3,1477,,MLB Extra Innings 3,,,,,
10273,US,specialty,2762.stations.xmltv.tvmedia.ca,MLB Extra Innings 4,GM4,1478,GM4,1478,,MLB Extra Innings 4,,,,,
10273,US,specialty,2763.stations.xmltv.tvmedia.ca,MLB Extra Innings 5,GM5,1479,GM5,1479,,MLB Extra Innings 5,,,,,
10273,US,specialty,2764.stations.xmltv.tvmedia.ca,MLB Extra Innings 6,GM6,1480,GM6,1480,,MLB Extra Innings 6,,,,,
10273,US,specialty,2765.stations.xmltv.tvmedia.ca,MLB Extra Innings 7,GM7,1481,GM7,1481,,MLB Extra Innings 7,,,,,
10273,US,specialty,2766.stations.xmltv.tvmedia.ca,MLB Extra Innings 8,GM8,1482,GM8,1482,,MLB Extra Innings 8,,,,,
10273,US,specialty,2767.stations.xmltv.tvmedia.ca,MLB Extra Innings 9,GM9,1483,GM9,1483,,MLB Extra Innings 9,,,,,
10273,US,specialty,2768.stations.xmltv.tvmedia.ca,MLB Extra Innings 10,GM10,1484,GM10,1484,,MLB Extra Innings 10,,,,,
10273,US,specialty,6025.stations.xmltv.tvmedia.ca,MLB Extra Innings 11,GM11,1485,GM11,1485,,MLB Extra Innings 11,,,,,
10273,US,specialty,6024.stations.xmltv.tvmedia.ca,MLB Extra Innings 12,GM12,1486,GM12,1486,,MLB Extra Innings 12,,,,,
10273,US,specialty,6023.stations.xmltv.tvmedia.ca,MLB Extra Innings 13,GM13,1487,GM13,1487,,MLB Extra Innings 13,,,,,
10273,US,specialty,15403.stations.xmltv.tvmedia.ca,MLB Extra Innings 14,GM14,1488,GM14,1488,,MLB Extra Innings 14,,,,,
10273,US,specialty,7939.stations.xmltv.tvmedia.ca,MLS Direct Kick 1,TEAM01,1490,TEAM01,1490,,MLS Direct Kick 1,,,,,
10273,US,specialty,14493.stations.xmltv.tvmedia.ca,MLS Direct Kick 2,TEAM02,1491,TEAM02,1491,,MLS Direct Kick 2,,,,,
10273,US,specialty,14494.stations.xmltv.tvmedia.ca,MLS Direct Kick 3,TEAM03,1492,TEAM03,1492,,MLS Direct Kick 3,,,,,
10273,US,specialty,14496.stations.xmltv.tvmedia.ca,MLS Direct Kick 4,TEAM04,1493,TEAM04,1493,,MLS Direct Kick 4,,,,,
10273,US,specialty,14498.stations.xmltv.tvmedia.ca,MLS Direct Kick 5,TEAM05,1494,TEAM05,1494,,MLS Direct Kick 5,,,,,
10273,US,specialty,14500.stations.xmltv.tvmedia.ca,MLS Direct Kick 6,TEAM06,1495,TEAM06,1495,,MLS Direct Kick 6,,,,,
10273,US,specialty,14502.stations.xmltv.tvmedia.ca,MLS Direct Kick 7,TEAM07,1496,TEAM07,1496,,MLS Direct Kick 7,,,,,
10273,US,specialty,14504.stations.xmltv.tvmedia.ca,MLS Direct Kick 8,TEAM08,1497,TEAM08,1497,,MLS Direct Kick 8,,,,,
10273,US,specialty,14506.stations.xmltv.tvmedia.ca,MLS Direct Kick 9,TEAM09,1498,TEAM09,1498,,MLS Direct Kick 9,,,,,
10273,US,specialty,14490.stations.xmltv.tvmedia.ca,MLS Direct Kick 10,TEAM10,1499,TEAM10,1499,,MLS Direct Kick 10,,,,,
10273,US,specialty,640.stations.xmltv.tvmedia.ca,USA Network - East Feed,USA,1500,USA,1500,,USA Network - East Feed,,,,,
10273,US,specialty,347.stations.xmltv.tvmedia.ca,TNT - Eastern Feed,TNT,1501,TNT,1501,,TNT - Eastern Feed,,,,,
10273,US,specialty,61.stations.xmltv.tvmedia.ca,TBS - East,TBS,1502,TBS,1502,,TBS - East,,,,,
10273,US,specialty,1894.stations.xmltv.tvmedia.ca,Galavision - Eastern Feed,GALA,1503,GALA,1503,,Galavision - Eastern Feed,,,,,
10273,US,specialty,652.stations.xmltv.tvmedia.ca,FX Networks East Coast,FX,1504,FX,1504,,FX Networks East Coast,,,,,
10273,US,specialty,1030.stations.xmltv.tvmedia.ca,Paramount Network USA - Eastern Feed,PRMT,1505,PRMT,1505,,Paramount Network USA - Eastern Feed,,,,,
10273,US,specialty,14996.stations.xmltv.tvmedia.ca,Television Dominicana,TD,1506,TD,1506,,Television Dominicana,,,,,
10273,US,specialty,2103.stations.xmltv.tvmedia.ca,Super Canal Caribe,SCANAL,1507,SCANAL,1507,,Super Canal Caribe,,,,,
10273,US,specialty,4579.stations.xmltv.tvmedia.ca,Wapa America,WA,1508,WA,1508,,Wapa America,,,,,
10273,US,specialty,7783.stations.xmltv.tvmedia.ca,Tele El Salvador,TELS,1509,TELS,1509,,Tele El Salvador,,,,,
10273,US,specialty,4570.stations.xmltv.tvmedia.ca,Sur Peru - Eastern,SP,1510,SP,1510,,Sur Peru - Eastern,,,,,
10273,US,specialty,8896.stations.xmltv.tvmedia.ca,Multimedios,MULT,1511,MULT,1511,,Multimedios,,,,,
10273,US,specialty,14393.stations.xmltv.tvmedia.ca,Antena 3 Internacional,ANT3,1515,ANT3,1515,,Antena 3 Internacional,,,,,
10273,US,specialty,3132.stations.xmltv.tvmedia.ca,"Multimedios (XHNAT) Nuevo Laredo, Mexico",XHNAT,1516,XHNAT,1516,,Multimedios,,,,,
10273,US,specialty,2108.stations.xmltv.tvmedia.ca,ESPN Deportes,ESPND,1520,ESPND,1520,,ESPN Deportes,,,,,
10273,US,specialty,1827.stations.xmltv.tvmedia.ca,Fox Deportes,FOXD,1521,FOXD,1521,,Fox Deportes,,,,,
10273,US,specialty,1952.stations.xmltv.tvmedia.ca,FXX USA - Eastern,FXX,1522,FXX,1522,,FXX USA - Eastern,,,,,
10273,US,specialty,1305.stations.xmltv.tvmedia.ca,Univision - Eastern Feed,UNI,1524,UNI,1524,,Univision - Eastern Feed,,,,,
10273,US,specialty,1953.stations.xmltv.tvmedia.ca,YES Network,YES,1526,YES,1526,,YES Network,,,,,
10273,US,specialty,4186.stations.xmltv.tvmedia.ca,SNY: SportsNet New York (Comcast),SNY,1527,SNY,1527,,SNY: SportsNet New York,,,,,
10273,US,specialty,1649.stations.xmltv.tvmedia.ca,MSG (Madison Square Gardens),MSG,1528,MSG,1528,,MSG,,,,,
10273,US,specialty,1088.stations.xmltv.tvmedia.ca,MSG Plus,MSG+,1529,,1529,,MSG Plus,,,,,
10273,US,specialty,6178.stations.xmltv.tvmedia.ca,MLB Network,MLB,1530,MLB,1530,,MLB Network,,,,,
10273,US,specialty,10502.stations.xmltv.tvmedia.ca,Fox Deportes HD,FOXD,1534,FOXD,1534,,Fox Deportes HD,,,,,
10273,US,specialty,7074.stations.xmltv.tvmedia.ca,AYM Sports,AYM,1535,AYM,1535,,AYM Sports,,,,,
10273,US,specialty,4578.stations.xmltv.tvmedia.ca,TyC Sports,TYC,1536,TYC,1536,,TyC Sports,,,,,
10273,US,specialty,10347.stations.xmltv.tvmedia.ca,ESPN Deportes HD,ESPNDHD,1537,ESPNDHD,1537,,ESPN Deportes HD,,,,,
10273,US,specialty,10856.stations.xmltv.tvmedia.ca,beIN Sport en Espanol HD,beINSHD,1538,,1538,,beIN Sport en Espanol HD,,,,,
10273,US,specialty,8136.stations.xmltv.tvmedia.ca,Univision - Eastern Feed HD,UNI,1539,UNI,1539,,Univision - Eastern Feed HD,,,,,
10273,US,specialty,2096.stations.xmltv.tvmedia.ca,CNN Español,CNNE,1540,CNNE,1540,,CNN Español,,,,,
10273,US,specialty,70.stations.xmltv.tvmedia.ca,CNN,1541,,CNN,1541,,CNN,,,,,
10273,US,specialty,425.stations.xmltv.tvmedia.ca,HLN,1542,,HLN,1542,,HLN,,,,,
10273,US,specialty,1083.stations.xmltv.tvmedia.ca,Fox News,FNC,1543,FNC,1543,,Fox News,,,,,
10273,US,specialty,201.stations.xmltv.tvmedia.ca,CNBC USA,CNBC,1544,CNBC,1544,,CNBC USA,,,,,
10273,US,specialty,655.stations.xmltv.tvmedia.ca,MS NOW USA,MSNOW,1545,MSNOW,1545,,MS NOW USA,,,,,
10273,US,specialty,648.stations.xmltv.tvmedia.ca,C-SPAN,CSPAN,1546,CSPAN,1546,,C-SPAN,,,,,
10273,US,specialty,4656.stations.xmltv.tvmedia.ca,Fox Business,FOXB,1547,FOXB,1547,,Fox Business,,,,,
10273,US,specialty,2100.stations.xmltv.tvmedia.ca,Canal Sur,SUR,1549,SUR,1549,,Canal Sur,,,,,
10273,US,specialty,7726.stations.xmltv.tvmedia.ca,Milenio,MLN,1550,MLN,1550,,Milenio,,,,,
10273,US,specialty,13637.stations.xmltv.tvmedia.ca,FOROtv,FORO,1551,FORO,1551,,FOROtv,,,,,
10273,US,specialty,11294.stations.xmltv.tvmedia.ca,Fusion,1552,,,1552,,Fusion,,,,,
10273,US,specialty,2095.stations.xmltv.tvmedia.ca,TVE Internacional,TVE,1560,TVE,1560,,TVE Internacional,,,,,
10273,US,specialty,3252.stations.xmltv.tvmedia.ca,History Channel Espanol - Eastern,HCE,1561,HCE,1561,,History Channel Espanol - Eastern,,,,,
10273,US,specialty,649.stations.xmltv.tvmedia.ca,Discovery Channel (US) - Eastern Feed,DISC,1562,DISC,1562,,Discovery Channel,,,,,
10273,US,specialty,2073.stations.xmltv.tvmedia.ca,Discovery en Espanol,DSCE,1563,DSCE,1563,,Discovery en Espanol,,,,,
10273,US,specialty,9577.stations.xmltv.tvmedia.ca,National Geographic Mundo,NGM,1564,NGM,1564,,National Geographic Mundo,,,,,
10273,US,specialty,645.stations.xmltv.tvmedia.ca,Animal Planet US - East,ANPL,1565,ANPL,1565,,Animal Planet US - East,,,,,
10273,US,specialty,5005.stations.xmltv.tvmedia.ca,TLC USA - Eastern,TLC,1566,TLC,1566,,TLC USA - Eastern,,,,,
10273,US,specialty,4507.stations.xmltv.tvmedia.ca,Canal Once (Mexico),OM,1567,OM,1567,,Canal Once,,,,,
10273,US,specialty,14997.stations.xmltv.tvmedia.ca,Ultra Docu,DOCU,1570,DOCU,1570,,Ultra Docu,,,,,
10273,US,specialty,654.stations.xmltv.tvmedia.ca,Lifetime Network US - Eastern Feed,LIFE,1580,LIFE,1580,,Lifetime Network US - Eastern Feed,,,,,
10273,US,specialty,1333.stations.xmltv.tvmedia.ca,Lifetime Movies - East,LifeMov,1581,,1581,,Lifetime Movies - East,,,,,
10273,US,specialty,8889.stations.xmltv.tvmedia.ca,Pasiones USA,PAS,1583,PAS,1583,,Pasiones USA,,,,,
10273,US,specialty,15013.stations.xmltv.tvmedia.ca,Univision Telenovelas,UNI-T,1584,UNI-T,1584,,Univision Telenovelas,,,,,
10273,US,specialty,15009.stations.xmltv.tvmedia.ca,Ultra Luna,LUNA,1585,LUNA,1585,,Ultra Luna,,,,,
10273,US,specialty,14683.stations.xmltv.tvmedia.ca,QVC,1600,,QVC,1600,,QVC,,,,,
10273,US,specialty,14985.stations.xmltv.tvmedia.ca,HSN  - Home Shopping Network,HSN,1601,HSN,1601,,HSN  - Home Shopping Network,,,,,
10273,US,specialty,1523.stations.xmltv.tvmedia.ca,SHOPHQ,1603,,SHOPHQ,1603,,SHOPHQ,,,,,
10273,US,specialty,13442.stations.xmltv.tvmedia.ca,QVC2,1604,,QVC2,1604,,QVC2,,,,,
10273,US,specialty,13495.stations.xmltv.tvmedia.ca,HSN 2,HSN2,1605,HSN2,1605,,HSN 2,,,,,
10273,US,specialty,1054.stations.xmltv.tvmedia.ca,Food Network USA - Eastern Feed,FOOD,1621,FOOD,1621,,Food Network USA - Eastern Feed,,,,,
10273,US,specialty,623.stations.xmltv.tvmedia.ca,HGTV USA - Eastern Feed,HGTV,1622,HGTV,1622,,HGTV USA - Eastern Feed,,,,,
10273,US,specialty,662.stations.xmltv.tvmedia.ca,Travel US - East,TRAVEL,1623,TRAVEL,1623,,Travel US - East,,,,,
10273,US,specialty,1159.stations.xmltv.tvmedia.ca,Oprah Winfrey Network USA Eastern,OWN,1625,OWN,1625,,Oprah Winfrey Network USA Eastern,,,,,
10273,US,specialty,617.stations.xmltv.tvmedia.ca,E! Entertainment USA - Eastern Feed,E!,1640,,1640,,E! Entertainment USA - Eastern Feed,,,,,
10273,US,specialty,2.stations.xmltv.tvmedia.ca,A&E US - Eastern Feed,A&E,1641,,1641,,A&E US - Eastern Feed,,,,,
10273,US,specialty,1486.stations.xmltv.tvmedia.ca,FUSE TV - Eastern feed,FUSE,1642,FUSE,1642,,FUSE TV - Eastern feed,,,,,
10273,US,specialty,1797.stations.xmltv.tvmedia.ca,NBC Universo - Eastern feed,NBCUN,1643,NBCUN,1643,,NBC Universo - Eastern feed,,,,,
10273,US,specialty,647.stations.xmltv.tvmedia.ca,Comedy Central (US) - Eastern Feed,COMC,1644,COMC,1644,,Comedy Central,,,,,
10273,US,specialty,596.stations.xmltv.tvmedia.ca,Syfy - Eastern Feed,SYFY,1645,SYFY,1645,,Syfy - Eastern Feed,,,,,
10273,US,specialty,4543.stations.xmltv.tvmedia.ca,HITN,1648,,HITN,1648,,HITN,,,,,
10273,US,specialty,15010.stations.xmltv.tvmedia.ca,Ultra Macho,MACHO,1650,MACHO,1650,,Ultra Macho,,,,,
10273,US,specialty,3808.stations.xmltv.tvmedia.ca,MTV Tr3s - East,TR3S,1660,TR3S,1660,,MTV Tr3s - East,,,,,
10273,US,specialty,1515.stations.xmltv.tvmedia.ca,MTV 2 - East,MTV2,1661,MTV2,1661,,MTV 2 - East,,,,,
10273,US,specialty,6143.stations.xmltv.tvmedia.ca,Telehit,THIT,1662,THIT,1662,,Telehit,,,,,
10273,US,specialty,4423.stations.xmltv.tvmedia.ca,Bandamax,BAND,1663,BAND,1663,,Bandamax,,,,,
10273,US,specialty,1076.stations.xmltv.tvmedia.ca,CMT US - Eastern Feed,CMTUS,1665,CMTUS,1665,,CMT US - Eastern Feed,,,,,
10273,US,specialty,10236.stations.xmltv.tvmedia.ca,Teleritmo,TELERITMO,1666,,1666,,Teleritmo,,,,,
10273,US,specialty,15002.stations.xmltv.tvmedia.ca,Ultra Fiesta,FIESTA,1670,FIESTA,1670,,Ultra Fiesta,,,,,
10273,US,specialty,4419.stations.xmltv.tvmedia.ca,De Pelicula,PELIC,1680,PELIC,1680,,De Pelicula,,,,,
10273,US,specialty,4420.stations.xmltv.tvmedia.ca,De Pelicula Clasico,PELIC,1681,PELIC,1681,,De Pelicula Clasico,,,,,
10273,US,specialty,4470.stations.xmltv.tvmedia.ca,ViendoMovies,VM,1682,VM,1682,,ViendoMovies,,,,,
10273,US,specialty,7076.stations.xmltv.tvmedia.ca,Gran Cine,GRAN,1683,GRAN,1683,,Gran Cine,,,,,
10273,US,specialty,3081.stations.xmltv.tvmedia.ca,Cinelatino USA,CINELAT,1685,CINELAT,1685,,Cinelatino USA,,,,,
10273,US,specialty,4469.stations.xmltv.tvmedia.ca,Cine Mexicano,CM,1686,CM,1686,,Cine Mexicano,,,,,
10273,US,specialty,6830.stations.xmltv.tvmedia.ca,Cine Estelar,CIES,1688,CIES,1688,,Cine Estelar,,,,,
10273,US,specialty,15001.stations.xmltv.tvmedia.ca,Ultra Cine,CINE,1690,CINE,1690,,Ultra Cine,,,,,
10273,US,specialty,15004.stations.xmltv.tvmedia.ca,Ultra Film,FILM,1691,FILM,1691,,Ultra Film,,,,,
10273,US,specialty,15011.stations.xmltv.tvmedia.ca,Ultra Mex,MEX,1692,MEX,1692,,Ultra Mex,,,,,
10273,US,specialty,15000.stations.xmltv.tvmedia.ca,Ultra Clasico,Clasico,1693,,1693,,Ultra Clasico,,,,,
10273,US,specialty,1011.stations.xmltv.tvmedia.ca,Freeform - East Feed,FREE,1700,FREE,1700,,Freeform - East Feed,,,,,
10273,US,specialty,14528.stations.xmltv.tvmedia.ca,Discovery Familia HD,DFAM,1701,DFAM,1701,,Discovery Familia HD,,,,,
10273,US,specialty,6551.stations.xmltv.tvmedia.ca,Discovery Familia,DFAM,1702,DFAM,1702,,Discovery Familia,,,,,
10273,US,specialty,6829.stations.xmltv.tvmedia.ca,CentroAmérica TV,CATV,1703,CATV,1703,,CentroAmérica TV,,,,,
10273,US,specialty,2102.stations.xmltv.tvmedia.ca,TV Chile,TVCHIL,1704,TVCHIL,1704,,TV Chile,,,,,
10273,US,specialty,4615.stations.xmltv.tvmedia.ca,RCN Nuestra Tele,RCNNT,1705,RCNNT,1705,,RCN Nuestra Tele,,,,,
10273,US,specialty,1252.stations.xmltv.tvmedia.ca,TV Land - Eastern,TVLAND,1707,TVLAND,1707,,TV Land - Eastern,,,,,
10273,US,specialty,4444.stations.xmltv.tvmedia.ca,Baby First TV,BABY1,1719,BABY1,1719,,Baby First TV,,,,,
10273,US,specialty,2107.stations.xmltv.tvmedia.ca,¡Sorpresa!,SOPR,1720,SOPR,1720,,¡Sorpresa!,,,,,
10273,US,specialty,16215.stations.xmltv.tvmedia.ca,V-me Kids,VKIDS,1721,VKIDS,1721,,V-me Kids,,,,,
10273,US,specialty,1053.stations.xmltv.tvmedia.ca,Disney XD USA - Eastern Feed,DISNXD,1722,DISNXD,1722,,Disney XD USA - Eastern Feed,,,,,
10273,US,specialty,9390.stations.xmltv.tvmedia.ca,Semillitas TV,SEMTV,1723,SEMTV,1723,,Semillitas TV,,,,,
10273,US,specialty,2268.stations.xmltv.tvmedia.ca,Boomerang,BOOM,1725,BOOM,1725,,Boomerang,,,,,
10273,US,specialty,661.stations.xmltv.tvmedia.ca,Cartoon Network USA - Eastern Feed,TOON,1726,TOON,1726,,Cartoon Network USA - Eastern Feed,,,,,
10273,US,specialty,658.stations.xmltv.tvmedia.ca,Nickelodeon USA - East Feed,NICK,1728,NICK,1728,,Nickelodeon USA - East Feed,,,,,
10273,US,specialty,595.stations.xmltv.tvmedia.ca,Disney - Eastern Feed,DISN,1729,DISN,1729,,Disney - Eastern Feed,,,,,
10273,US,specialty,15007.stations.xmltv.tvmedia.ca,Ultra Kidz,UKIDZ,1730,UKIDZ,1730,,Ultra Kidz,,,,,
10273,US,specialty,3256.stations.xmltv.tvmedia.ca,Enlace,TBNE,1740,TBNE,1740,,Enlace,,,,,
10273,US,specialty,1878.stations.xmltv.tvmedia.ca,EWTN Espanol,EWTNE,1741,EWTNE,1741,,EWTN Espanol,,,,,
10273,US,specialty,10295.stations.xmltv.tvmedia.ca,ATN - Aapka Colors,ACTV,1750,ACTV,1750,,ATN - Aapka Colors,,,,,
10273,US,specialty,3413.stations.xmltv.tvmedia.ca,TV Asia,TVAS,1752,TVAS,1752,,TV Asia,,,,,
10273,US,specialty,8907.stations.xmltv.tvmedia.ca,Zee TV (India),ZTV,1753,ZTV,1753,,Zee TV,,,,,
10273,US,specialty,4007.stations.xmltv.tvmedia.ca,SET (Sony Entertainment Television Asia),SET,1754,SET,1754,,SET,,,,,
10273,US,specialty,9604.stations.xmltv.tvmedia.ca,TFC - The Filipino Channel,TFC,1755,TFC,1755,,TFC - The Filipino Channel,,,,,
10273,US,specialty,6954.stations.xmltv.tvmedia.ca,GMA/Pinoy TV,GMA-PINOY,1756,GMA-PINOY,1756,,GMA/Pinoy TV,,,,,
10273,US,specialty,8683.stations.xmltv.tvmedia.ca,Jus Punjabi,JUS,1757,JUS,1757,,Jus Punjabi,,,,,
10273,US,specialty,15014.stations.xmltv.tvmedia.ca,MBC Drama (Korean),MBC-Drama,1759,,1759,,MBC Drama,,,,,
10273,US,specialty,14771.stations.xmltv.tvmedia.ca,MBC America (Korean),MBC-Amer,1760,,1760,,MBC America,,,,,
10273,US,specialty,8675.stations.xmltv.tvmedia.ca,SBS (Korean),SBS,1762,SBS,1762,,SBS,,,,,
10273,US,specialty,8980.stations.xmltv.tvmedia.ca,RTPi America,RTPi,1764,,1764,,RTPi America,,,,,
10273,US,specialty,2937.stations.xmltv.tvmedia.ca,VGNTV (Saigon Broadcasting Television Network),VGNTV,1765,VGNTV,1765,,VGNTV,,,,,
10273,US,specialty,4018.stations.xmltv.tvmedia.ca,Globo Internacional,GINT,1768,GINT,1768,,Globo Internacional,,,,,
10273,US,specialty,10507.stations.xmltv.tvmedia.ca,TV Japan HD,NIPP,1769,NIPP,1769,,TV Japan HD,,,,,
10273,US,specialty,23.stations.xmltv.tvmedia.ca,TV5 International - East,TV5,1771,TV5,1771,,TV5 International - East,,,,,
10273,US,specialty,5263.stations.xmltv.tvmedia.ca,RTN+ - Russian Television Network,RTNP,1774,RTNP,1774,,RTN+ - Russian Television Network,,,,,
10273,US,specialty,8680.stations.xmltv.tvmedia.ca,RTR Planeta,RTR,1775,RTR,1775,,RTR Planeta,,,,,
10273,US,specialty,2828.stations.xmltv.tvmedia.ca,TV Polonia,TVPO,1776,TVPO,1776,,TV Polonia,,,,,
10273,US,specialty,2287.stations.xmltv.tvmedia.ca,TV One,TV1,1778,TV1,1778,,TV One,,,,,
10273,US,specialty,14219.stations.xmltv.tvmedia.ca,ART Cable (Arabic),ARTC,1780,ARTC,1780,,ART Cable,,,,,
10273,US,specialty,2425.stations.xmltv.tvmedia.ca,The Israeli Network,TIN,1782,TIN,1782,,The Israeli Network,,,,,
10273,US,specialty,10208.stations.xmltv.tvmedia.ca,DW Amerika (German),DWA,1787,DWA,1787,,DW Amerika,,,,,
10273,US,specialty,4216.stations.xmltv.tvmedia.ca,CCTV-4 America,CCTV4,1795,CCTV4,1795,,CCTV-4 America,,,,,
10273,US,specialty,3258.stations.xmltv.tvmedia.ca,CTI-Zhong Tian Channel,CITZTC,1796,CITZTC,1796,,CTI-Zhong Tian Channel,,,,,
10273,US,specialty,14566.stations.xmltv.tvmedia.ca,MC - Hit List,MC,1800,MC,1800,,MC - Hit List,,,,,
10273,US,specialty,15017.stations.xmltv.tvmedia.ca,MC - Pop Rhythmic,MC,1801,MC,1801,,MC - Pop Rhythmic,,,,,
10273,US,specialty,14596.stations.xmltv.tvmedia.ca,MC - Dance/EDM,MC,1802,MC,1802,,MC - Dance/EDM,,,,,
10273,US,specialty,14577.stations.xmltv.tvmedia.ca,MC - Hip-Hop and R&B,MC,1804,MC,1804,,MC - Hip-Hop and R&B,,,,,
10273,US,specialty,14597.stations.xmltv.tvmedia.ca,MC - Rap,MC,1805,MC,1805,,MC - Rap,,,,,
10273,US,specialty,14598.stations.xmltv.tvmedia.ca,MC - Hip-Hop Classics,MC,1806,MC,1806,,MC - Hip-Hop Classics,,,,,
10273,US,specialty,14599.stations.xmltv.tvmedia.ca,MC - Throwback Jamz,MC,1807,MC,1807,,MC - Throwback Jamz,,,,,
10273,US,specialty,14600.stations.xmltv.tvmedia.ca,MC - R&B Classics,MC,1808,MC,1808,,MC - R&B Classics,,,,,
10273,US,specialty,14601.stations.xmltv.tvmedia.ca,MC - R&B Soul,MC,1809,MC,1809,,MC - R&B Soul,,,,,
10273,US,specialty,14557.stations.xmltv.tvmedia.ca,MC - Gospel,MC,1810,MC,1810,,MC - Gospel,,,,,
10273,US,specialty,14558.stations.xmltv.tvmedia.ca,MC - Reggae,MC,1811,MC,1811,,MC - Reggae,,,,,
10273,US,specialty,14561.stations.xmltv.tvmedia.ca,MC - Rock,MC,1812,MC,1812,,MC - Rock,,,,,
10273,US,specialty,14562.stations.xmltv.tvmedia.ca,MC - Metal,MC,1813,MC,1813,,MC - Metal,,,,,
10273,US,specialty,14563.stations.xmltv.tvmedia.ca,MC - Alternative,MC,1814,MC,1814,,MC - Alternative,,,,,
10273,US,specialty,14564.stations.xmltv.tvmedia.ca,MC - Adult Alternative,MC,1815,MC,1815,,MC - Adult Alternative,,,,,
10273,US,specialty,14560.stations.xmltv.tvmedia.ca,MC - Rock Hits,MC,1816,MC,1816,,MC - Rock Hits,,,,,
10273,US,specialty,14559.stations.xmltv.tvmedia.ca,MC - Classic Rock,MC,1817,MC,1817,,MC - Classic Rock,,,,,
10273,US,specialty,14565.stations.xmltv.tvmedia.ca,MC - Soft Rock,MC,1818,MC,1818,,MC - Soft Rock,,,,,
10273,US,specialty,15019.stations.xmltv.tvmedia.ca,MC - Love Songs,MC,1819,MC,1819,,MC - Love Songs,,,,,
10273,US,specialty,14567.stations.xmltv.tvmedia.ca,MC - Pop Hits,MC,1820,MC,1820,,MC - Pop Hits,,,,,
10273,US,specialty,14572.stations.xmltv.tvmedia.ca,MC - Party Favorites,MC,1821,MC,1821,,MC - Party Favorites,,,,,
10273,US,specialty,15021.stations.xmltv.tvmedia.ca,MC - Teen Beats,MC,1822,MC,1822,,MC - Teen Beats,,,,,
10273,US,specialty,14574.stations.xmltv.tvmedia.ca,MC - Kidz Only!,MC,1823,MC,1823,,MC - Kidz Only!,,,,,
10273,US,specialty,14575.stations.xmltv.tvmedia.ca,MC - Toddler Tunes,MC,1824,MC,1824,,MC - Toddler Tunes,,,,,
10273,US,specialty,15020.stations.xmltv.tvmedia.ca,MC - Y2K,MC,1825,MC,1825,,MC - Y2K,,,,,
10273,US,specialty,14568.stations.xmltv.tvmedia.ca,MC - 90's,MC,1826,MC,1826,,MC - 90's,,,,,
10273,US,specialty,14569.stations.xmltv.tvmedia.ca,MC - 80's,MC,1827,MC,1827,,MC - 80's,,,,,
10273,US,specialty,14570.stations.xmltv.tvmedia.ca,MC - 70's,MC,1828,MC,1828,,MC - 70's,,,,,
10273,US,specialty,14571.stations.xmltv.tvmedia.ca,MC - Solid Gold Oldies,MC,1829,MC,1829,,MC - Solid Gold Oldies,,,,,
10273,US,specialty,15022.stations.xmltv.tvmedia.ca,MC - Pop Country,MC,1830,MC,1830,,MC - Pop Country,,,,,
10273,US,specialty,14576.stations.xmltv.tvmedia.ca,MC - Today's Country,MC,1831,MC,1831,,MC - Today's Country,,,,,
10273,US,specialty,14578.stations.xmltv.tvmedia.ca,MC - Country Hits,MC,1832,MC,1832,,MC - Country Hits,,,,,
10273,US,specialty,14579.stations.xmltv.tvmedia.ca,MC - Classic Country,MC,1833,MC,1833,,MC - Classic Country,,,,,
10273,US,specialty,14580.stations.xmltv.tvmedia.ca,MC - Contemporary Christian,MC,1834,MC,1834,,MC - Contemporary Christian,,,,,
10273,US,specialty,14592.stations.xmltv.tvmedia.ca,MC - Pop Latino,MC,1835,MC,1835,,MC - Pop Latino,,,,,
10273,US,specialty,14591.stations.xmltv.tvmedia.ca,MC - Music Urbana,MC,1836,MC,1836,,MC - Music Urbana,,,,,
10273,US,specialty,14594.stations.xmltv.tvmedia.ca,MC - Mexicana,MC,1837,MC,1837,,MC - Mexicana,,,,,
10273,US,specialty,14593.stations.xmltv.tvmedia.ca,MC - Tropicales,MC,1838,MC,1838,,MC - Tropicales,,,,,
10273,US,specialty,14595.stations.xmltv.tvmedia.ca,MC - Romances,MC,1839,MC,1839,,MC - Romances,,,,,
10273,US,specialty,14581.stations.xmltv.tvmedia.ca,MC - Sounds of The Seasons,MC,1840,MC,1840,,MC - Sounds of The Seasons,,,,,
10273,US,specialty,14573.stations.xmltv.tvmedia.ca,MC - Stage & Screen,MC,1841,MC,1841,,MC - Stage & Screen,,,,,
10273,US,specialty,14582.stations.xmltv.tvmedia.ca,MC - Soundscapes,MC,1842,MC,1842,,MC - Soundscapes,,,,,
10273,US,specialty,14583.stations.xmltv.tvmedia.ca,MC - Smooth Jazz,MC,1843,MC,1843,,MC - Smooth Jazz,,,,,
