provider	xmltv_id	channel_number	canonical_name	alt_names	country	region	category	edge_case	exclude	hd_flag	duplicate_flag	network_group	icon_url	url	notes
CA	8368.stations.xmltv.tvmedia.ca	303	AMC - Canada HD	AMC-HD|303	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s64831_h15_ac.png		
CA	6779.stations.xmltv.tvmedia.ca	304	TLC Canada HD	TLCHD|304	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s60645_h15_ac.png	tlc.discovery.com	
CA	8793.stations.xmltv.tvmedia.ca	306	Home Network HD	HOME-HD|306	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s70676_h15_ad.png	https://www.homenetwork.ca/?redirect=home	
CA	8389.stations.xmltv.tvmedia.ca	313	Flavour Network HD	FLAV-HD|313	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s73467_h15_ae.png	https://www.flavournetwork.ca/?redirect=flavour/	
CA	11293.stations.xmltv.tvmedia.ca	315	CTV Life HD	CTVLife HD|315	CA		Entertainment	False	False	True	False	CTV	http://cdn.tvpassport.com/image/station/76x28/v2/s82984_h15_ab.png	www.gustotv.com	
CA	9652.stations.xmltv.tvmedia.ca	329	W (WTN) - East HD	W-HD|329	CA	WTN	Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s15024_h15_ab.png	www.wnetwork.com	
CA	9632.stations.xmltv.tvmedia.ca	331	Slice HD	SLICE|331	CA		Entertainment	False	False	True	False	Corus	http://cdn.tvpassport.com/image/station/76x28/v2/s81282_h15_ab.png	www.lifenetwork.ca	
CA	8558.stations.xmltv.tvmedia.ca	333	E! Canada HD	E!-HD|333	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s76792_h15_aa.png	www.star-tv.com	
CA	9309.stations.xmltv.tvmedia.ca	347	OUTtv HD	OUT|347	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s78648_h15_ab.png		
CA	3958.stations.xmltv.tvmedia.ca	349	ONE TV HD	ONE-HD|349	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s102175_h15_ac.png	www.onetv.ca/	
CA	6791.stations.xmltv.tvmedia.ca	355	Cottage Life HD	COTTAGEHD|355	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s68012_h15_aa.png	www.cbccountrycanada.ca/	
CA	9505.stations.xmltv.tvmedia.ca	357	Bravo Canada HD	BRAVOC-HD|357	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/72517-2368A.png		
CA	8458.stations.xmltv.tvmedia.ca	378	Oxygen True Crime Canada HD	OXYHD|378	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s76799_h15_ac.png	https://www.ctv.ca/oxygen-true-crime	
CA	13784.stations.xmltv.tvmedia.ca	380	Crime + Investigation Canada HD	CI-HD|380	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s26773_h15_ab.png	www.canwest.com	
CA	11044.stations.xmltv.tvmedia.ca	386	Lifetime TV - Canada HD	LIFE|386	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s81202_h15_af.png	www.showcase.ca/diva	
CA	10042.stations.xmltv.tvmedia.ca	392	CTV Sci-Fi HD	CTVSc-HD|392	CA		Entertainment	False	False	True	False	CTV	http://cdn.tvpassport.com/image/station/76x28/v2/s72484_h15_ac.png	WWW.SPACECAST.COM	
CA	10027.stations.xmltv.tvmedia.ca	393	FX Networks Canada HD	FXHD|393	CA		Entertainment	False	False	True	False	FX	http://cdn.tvpassport.com/image/station/76x28/v2/s73682_h15_aa.png	www.fxcanada.ca	
CA	13401.stations.xmltv.tvmedia.ca	394	FXX Canada HD	FXX-HD|394	CA		Entertainment	False	False	True	False	FX	http://cdn.tvpassport.com/image/station/76x28/v2/s87894_h15_aa.png		
CA	4230.stations.xmltv.tvmedia.ca	400	HBO1 HD	HBO1HD|400	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s61568_h15_ab.png	www.crave.ca	
CA	4230.stations.xmltv.tvmedia.ca	401	HBO1 HD	HBO1HD|401	CA		Entertainment	False	False	True	True	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s61568_h15_ab.png	www.crave.ca	Duplicate channel ID
CA	4806.stations.xmltv.tvmedia.ca	406	Crave1 - West HD	CRVM1W-HD|406	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s52207_h9_ac.png	www.crave.ca	
CA	8475.stations.xmltv.tvmedia.ca	407	Crave2 - West HD	CRVM2W-HD|407	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s69223_h15_ac.png	www.crave.ca	
CA	10287.stations.xmltv.tvmedia.ca	408	Crave3 - West HD	CRVM3W-HD|408	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s12223_h15_ac.png	www.crave.ca	
CA	2820.stations.xmltv.tvmedia.ca	409	Crave1 - East HD	CRVM1HD|409	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s33382_h15_ac.png	www.themovienetwork.ca	
CA	4838.stations.xmltv.tvmedia.ca	417	Super Channel Fuse HD	SCHUSE-HD|417	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s58882_h15_ab.png	www.superchannel.ca	
CA	4839.stations.xmltv.tvmedia.ca	418	"Super Channel Heart & Home	 HD"	SCHD2|418	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s58890_h15_ab.png	www.superchannel.ca	
CA	4835.stations.xmltv.tvmedia.ca	419	Super Channel Vault	VAULT|419	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s58884_h15_ac.png	www.superchannel.ca	
CA	10894.stations.xmltv.tvmedia.ca	420	Super Channel Quest HD	SCGNX|420	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s80168_h15_ad.png	www.superchannel.ca	
CA	10884.stations.xmltv.tvmedia.ca	421	Super Channel on Demand HD	SCODHD|421	CA		OnDemand	False	True	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s72782_h15_aa.png		Excluded (OnDemand/Religious)
CA	20017.stations.xmltv.tvmedia.ca	426	Hollywood Suite 70s+ HD	HS70s-HD|426	CA		Movies	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/73572-23EC8.png		
CA	20018.stations.xmltv.tvmedia.ca	427	Hollywood Suite 80s & 90s HD	HS80s-HD|427	CA		Movies	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/73574-23ECC.png		
CA	20019.stations.xmltv.tvmedia.ca	428	Hollywood Suite 2000s HD	HS00s-HD|428	CA		Movies	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/73571-23EC6.png	hollywoodsuite.ca	
CA	20016.stations.xmltv.tvmedia.ca	429	Hollywood Suite 2010s+ HD	HS10s-HD|429	CA		Movies	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/73578-23ED4.png	hollywoodsuite.ca	
CA	5895.stations.xmltv.tvmedia.ca	431	STARZ1 - West HD	STARZ1WHD|431	CA		Movies	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s49338_h15_ad.png	www.starz.ca	
CA	11149.stations.xmltv.tvmedia.ca	432	STARZ2 - West HD	STARZ2WHD|432	CA		Movies	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s77045_h15_ac.png	www.moviecentral.ca	
CA	8206.stations.xmltv.tvmedia.ca	433	Starz On Demand HD	STRZ|433	CA		Movies	False	True	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s113127_h15_aa.png		Excluded (OnDemand/Religious)
CA	464.stations.xmltv.tvmedia.ca	445	MovieTime	MOVTI|445	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s27125_h15_aa.png		
CA	33513.stations.xmltv.tvmedia.ca	449	Adult Swim - West	ADSM|449	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s26769_h15_ab.png		
CA	11106.stations.xmltv.tvmedia.ca	457	Rewind HD	REWHD|457	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s82181_h15_aa.png	www.watchrewind.com/	
CA	2115.stations.xmltv.tvmedia.ca	460	Silver Screen Classics	SILVSC|460	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s34290_h15_aa.png	www.silverscreenclassics.com/	
CA	7050.stations.xmltv.tvmedia.ca	462	Turner Classic Movies Canada HD	TCM|462	CA		Movies	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s67405_h15_ab.png	www.turnerclassicmovies.com	
CA	10771.stations.xmltv.tvmedia.ca	500	CTV Comedy - East HD	CTVCom-HD|500	CA		Entertainment	False	False	True	False	CTV	http://cdn.tvpassport.com/image/station/76x28/v2/s76863_h15_ab.png	THECOMEDYNETWORK.CA/PROG.ASP	
CA	3969.stations.xmltv.tvmedia.ca	504	DTOUR HD	DTOUR|504	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s82747_h15_ab.png	www.globaltvmedia.com	
CA	3906.stations.xmltv.tvmedia.ca	505	BBC First HD	HIFI|505	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s53120_h15_ab.png		
CA	33446.stations.xmltv.tvmedia.ca	506	Deja View HD	DEJA|506	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s100638_h15_aa.png	www.canada.com/topics/entertainment/tvchannels/dejaview	
CA	4179.stations.xmltv.tvmedia.ca	511	Peachtree TV (Canada)	PEACH|511	CA	Canada	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s19556_h15_aa.png		
CA	3906.stations.xmltv.tvmedia.ca	551	BBC First HD	HIFI|551	CA		Entertainment	False	False	True	True	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s53120_h15_ab.png		Duplicate channel ID
CA	11325.stations.xmltv.tvmedia.ca	555	CMT Canada HD	CMTHD|555	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s80176_h15_ac.png	www.cmtcanada.com	
CA	9396.stations.xmltv.tvmedia.ca	557	Much Music HD	MM|557	CA		Music	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/72139-23396.png	www.muchmusic.com	
CA	478.stations.xmltv.tvmedia.ca	562	MTV 2 Canada	MTV2|562	CA		Music	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s26775_h15_aa.png		
CA	8777.stations.xmltv.tvmedia.ca	604	Family Channel Canada - East HD	FAM-HD|604	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s70520_h15_aa.png	www.family.ca/	
CA	1018.stations.xmltv.tvmedia.ca	605	Family Channel Canada - West	FAMW|605	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s13264_h15_aa.png		
CA	16832.stations.xmltv.tvmedia.ca	606	Disney Channel Canada HD - West	DISNW-HD|606	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s96507_h15_ab.png		
CA	16683.stations.xmltv.tvmedia.ca	607	Disney Channel Canada HD - East	DISNC-HD|607	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s96507_h15_ab.png		
CA	10332.stations.xmltv.tvmedia.ca	622	Cartoon Network Canada - West HD	CRTN-W|622	CA		Kids	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s75456_h15_ad.png	www.teletoon.com	
CA	162.stations.xmltv.tvmedia.ca	623	Cartoon Network Canada - East	CRTN|623	CA		Kids	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s75456_h15_ad.png	www.teletoon.com	
CA	10691.stations.xmltv.tvmedia.ca	627	Boomerang Canada HD	BOOMH|627	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s76222_h15_ad.png	www.teletoon.com	
CA	4162.stations.xmltv.tvmedia.ca	700	National Geographic Canada HD	NGEOHD|700	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s54743_h15_ab.png		
CA	8451.stations.xmltv.tvmedia.ca	701	USA Network (CAN) HD	USA-HD|701	CA	CAN	Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s15098_h15_ac.png	https://www.ctv.ca/usa-network	
CA	10769.stations.xmltv.tvmedia.ca	702	CTV Nature Canada HD	NATHD|702	CA		Entertainment	False	False	True	False	CTV	http://cdn.tvpassport.com/image/station/76x28/v2/s76887_h15_ac.png		
CA	3963.stations.xmltv.tvmedia.ca	704	History Canada HD West	HIST|704	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s65619_h15_ab.png	WWW.HISTORYCHANNEL.COM	
CA	6822.stations.xmltv.tvmedia.ca	705	History Canada HD East	HIST|705	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s65619_h15_ab.png	WWW.HISTORYCHANNEL.COM	
CA	8457.stations.xmltv.tvmedia.ca	706	History 2 Canada HD	H2|706	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s81208_h15_ac.png		
CA	31482.stations.xmltv.tvmedia.ca	713	Love Nature HD	NATUR-HD|713	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s52745_h15_ac.png		
CA	3907.stations.xmltv.tvmedia.ca	714	Love Nature	NATUR|714	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s52745_h15_ac.png		
CA	11405.stations.xmltv.tvmedia.ca	715	Smithsonian Channel Canada HD	SMITHHD|715	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s53121_h15_aa.png	www.smithsonianchannel.ca/	
CA	9631.stations.xmltv.tvmedia.ca	717	T+E Totally Entertaining HD	T+E-HD|717	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s74863_h15_ab.png	www.tandetv.com	
CA	10044.stations.xmltv.tvmedia.ca	721	CTV Wild Canada HD	CTVWLD-HD|721	CA		Entertainment	False	False	True	False	CTV	http://cdn.tvpassport.com/image/station/76x28/v2/s74041_h15_ae.png	https://www.ctv.ca/wild	
CA	11012.stations.xmltv.tvmedia.ca	723	National Geographic Wild Canada HD	NGWILD|723	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s75451_h15_ad.png	WWW.NATGEOCHANNEL.COM	
CA	3908.stations.xmltv.tvmedia.ca	725	BBC Earth HD	BBCEHD|725	CA		Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s53128_h15_ac.png		
CA	9116.stations.xmltv.tvmedia.ca	731	Documentary Channel (Canada) HD	DOCU-HD|731	CA	Canada	Entertainment	False	False	True	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s26784_h15_aa.png	www.cbc.ca/documentarychannel	
CA	13504.stations.xmltv.tvmedia.ca	735	CCTV9 Documentary (English)	CCTV9-EN|735	CA	English	Entertainment	False	False	False	False	CTV	http://cdn.tvpassport.com/image/station/76x28/v2/s79952_h9_aa.png	cctv.cntv.cn/documentary/	
CA	6421.stations.xmltv.tvmedia.ca	800	CBC News Network HD	NWHD|800	CA		News	True	False	True	False	CBC	http://cdn.tvpassport.com/image/station/76x28/v2/s75971_h15_ac.png	www.cbc.ca/television/	
CA	10770.stations.xmltv.tvmedia.ca	801	CTV News Channel HD	CTVN-HD|801	CA		News	False	False	True	False	CTV	http://cdn.tvpassport.com/image/station/76x28/v2/s76921_h9_ac.png		
