provider	xmltv_id	channel_number	canonical_name	alt_names	country	region	category	edge_case	exclude	hd_flag	duplicate_flag	network_group	icon_url	url	notes
US	2120.stations.xmltv.tvmedia.ca	342	Starz Edge - Eastern	EDGE|342	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s16311_h15_ab.png		
US	2678.stations.xmltv.tvmedia.ca	343	Starz Edge - Pacific	EDGEP|343	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s16311_h15_ab.png	www.starzsuperpak.com	
US	1957.stations.xmltv.tvmedia.ca	344	Starz In Black - Eastern	BSTZ|344	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s16833_h15_ac.png		
US	1194.stations.xmltv.tvmedia.ca	345	Starz Kids & Family - Eastern	SRZK|345	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s19635_h15_ab.png		
US	2680.stations.xmltv.tvmedia.ca	346	Starz Cinema - Eastern	CINEMA|346	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s19634_h15_ac.png		
US	4223.stations.xmltv.tvmedia.ca	347	Starz Comedy - Eastern	SRZC|347	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s34901_h15_ac.png		
US	2340.stations.xmltv.tvmedia.ca	348	INDIEplex - Eastern	INDIE-E|348	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s49751_h15_ab.png	www.starzencore.com	
US	2342.stations.xmltv.tvmedia.ca	349	RETROplex - Eastern	RETRO|349	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s49767_h15_aa.png		
US	667.stations.xmltv.tvmedia.ca	350	Starz Encore - Eastern	STZENC|350	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10178_h15_ac.png		
US	1218.stations.xmltv.tvmedia.ca	351	Starz Encore - Pacific	STZENw|351	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10178_h15_ac.png	www.encoremedia.com	
US	2080.stations.xmltv.tvmedia.ca	352	Starz Encore Classic - Eastern	STZECL|352	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14764_h15_ac.png		
US	2081.stations.xmltv.tvmedia.ca	353	Starz Encore Classic - Pacific	STZECw|353	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14764_h15_ac.png	www.encoremedia.com	
US	1959.stations.xmltv.tvmedia.ca	354	Starz Encore Westerns - Eastern	STZEWS|354	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14765_h15_ac.png		
US	2085.stations.xmltv.tvmedia.ca	355	Starz Encore Westerns - Pacific	STZEWw|355	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14765_h15_ac.png	www.encoremedia.com	
US	1958.stations.xmltv.tvmedia.ca	356	Starz Encore Suspense - Eastern	STZESU|356	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14766_h15_ab.png		
US	2084.stations.xmltv.tvmedia.ca	357	Starz Encore Suspense - Pacific	STZESw|357	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14766_h15_ab.png	www.encoremedia.com	
US	4206.stations.xmltv.tvmedia.ca	358	Starz Encore Black - Eastern	STZEBK|358	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14870_h15_ac.png		
US	4222.stations.xmltv.tvmedia.ca	359	Starz Encore Black - Pacific	STZEBw|359	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14870_h15_ac.png	www.encoremedia.com	
US	2078.stations.xmltv.tvmedia.ca	360	Starz Encore Action - Eastern	STZEAC|360	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14871_h15_ab.png		
US	2079.stations.xmltv.tvmedia.ca	361	Starz Encore Action - Pacific	STZEAw|361	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14871_h15_ab.png	www.encoremedia.com	
US	2128.stations.xmltv.tvmedia.ca	362	Starz Encore Family - Eastern	STZEFM|362	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s14886_h15_ab.png		
US	10965.stations.xmltv.tvmedia.ca	363	Starz Encore Espanol	STZESP|363	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s102905_h15_ab.png	www.encoremedia.com	
US	665.stations.xmltv.tvmedia.ca	365	Paramount+ with Showtime - Eastern Feed	PARSHO|365	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s11115_h15_ad.png		
US	10734.stations.xmltv.tvmedia.ca	366	Paramount+ with Showtime  West	PARSHOW|366	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s11115_h15_ad.png	https://www.paramountpluswithshowtime.com/	
US	2077.stations.xmltv.tvmedia.ca	367	SHOXBET - Eastern	SHOBET|367	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s20622_h15_ad.png		
US	2583.stations.xmltv.tvmedia.ca	368	SHOXBET - Pacific	SHOBET|368	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s20622_h15_ad.png	https://www.paramountpluswithshowtime.com/	
US	1387.stations.xmltv.tvmedia.ca	369	Showtime 2 - Eastern	SHO2|369	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s11116_h15_aa.png		
US	2596.stations.xmltv.tvmedia.ca	370	Showtime 2 - Pacific	SHO2|370	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s11116_h15_ac.png	https://www.paramountpluswithshowtime.com/	
US	2271.stations.xmltv.tvmedia.ca	371	Showtime Showcase - Eastern	SHO3|371	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s16153_h15_aa.png		
US	2585.stations.xmltv.tvmedia.ca	372	Showtime Showcase - Pacific	SHO3|372	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s16153_h15_ac.png	www.showtimeonline.com	
US	1615.stations.xmltv.tvmedia.ca	373	Showtime Extreme - Eastern	SHOWEX|373	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s18086_h15_aa.png		
US	2584.stations.xmltv.tvmedia.ca	374	Showtime Extreme - Pacific	SHOW|374	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s18086_h15_ac.png	https://www.paramountpluswithshowtime.com/	
US	2273.stations.xmltv.tvmedia.ca	375	Showtime Women - Eastern	SHO-WE|375	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25272_h15_ac.png		
US	2598.stations.xmltv.tvmedia.ca	376	Showtime Women - Pacific	SHO-WP|376	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25272_h15_ac.png	WWW.SHOWTIMEONLINE.COM	
US	2272.stations.xmltv.tvmedia.ca	377	Showtime Next - Eastern	NEXT|377	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25270_h15_ac.png	https://www.paramountpluswithshowtime.com/	
US	2597.stations.xmltv.tvmedia.ca	378	Showtime Next - Pacific	NEXT|378	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25270_h15_ac.png	WWW.SHOWTIMEONLINE.COM	
US	1956.stations.xmltv.tvmedia.ca	379	Showtime Family Zone - Eastern	SHOFZ|379	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25274_h15_ac.png		
US	2599.stations.xmltv.tvmedia.ca	380	Showtime Family Zone - Pacific	SHOFZ|380	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25274_h15_ac.png	WWW.SHOWTIMEONLINE.COM	
US	666.stations.xmltv.tvmedia.ca	385	TMC (US) - Eastern Feed	TMC|385	CA	US	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s11160_h15_aa.png		
US	1222.stations.xmltv.tvmedia.ca	386	TMC (US) - Pacific Feed	TMC|386	CA	US	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s11160_h15_aa.png	https://www.paramountpluswithshowtime.com/	
US	4350.stations.xmltv.tvmedia.ca	387	TMC Xtra - Eastern	TMCX|387	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s17663_h15_aa.png		
US	4351.stations.xmltv.tvmedia.ca	388	TMC Xtra - Pacific	TMCX|388	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s17663_h15_aa.png	https://www.paramountpluswithshowtime.com/	
US	1399.stations.xmltv.tvmedia.ca	390	FLIX - Eastern	FLIX|390	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10201_h15_aa.png		
US	3387.stations.xmltv.tvmedia.ca	391	FLIX - Pacific	FLIX|391	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10201_h15_aa.png		
US	7609.stations.xmltv.tvmedia.ca	395	MGM+ - East	MGM|395	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s65669_h15_ae.png		
US	614.stations.xmltv.tvmedia.ca	400	HBO - Eastern Feed	HBO|400	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10240_h15_aa.png		
